ValueDate,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limMaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limMinValue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2024-10-16,-71575,93293,0,-83575,39253,-41554,-18765,-84111,77971,32079,-50285,-31064,18409,48167,-41563,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-17,39637,61137,0,37054,-53238,26536,82724,-18647,35525,-34999,-55672,-17253,28435,-98463,-73161,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-18,91777,26498,0,-68441,-461,-58786,-38834,87585,89307,-62316,7892,-46359,37244,31381,2501,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-19,-94198,-64478,0,-27545,2567,-92565,26034,-53403,70060,-19472,9305,77153,-41886,-66663,-69085,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-20,77025,-55073,0,-39772,-35071,-94621,-65161,-32136,72492,-51675,61254,-6614,-47760,64622,8419,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-21,-36725,26714,0,92648,74230,-68208,-19396,19667,-61310,70796,-31569,54913,-3568,72897,6680,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-22,12223,13858,0,3045,-41310,43239,31374,-33718,-75524,-26473,-72622,88776,-4198,3220,-52179,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-23,-29079,97116,0,-67328,11459,98666,63011,37514,93355,-6191,39446,-66825,53107,82836,-6860,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-24,55944,46881,0,-87845,82220,87406,-45333,-31973,-44591,4798,-70200,67187,585,22175,-70120,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-25,13848,-96923,0,-20480,90920,56148,-89934,-33584,-33673,-65693,57715,10857,-5750,16734,-70975,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-26,-38615,96947,0,3049,48921,-39626,-82976,-43195,-33543,95947,63979,-75434,94593,35941,-89268,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-27,-65717,50772,0,-73004,89939,-95097,-10641,28939,-85094,24613,46605,-17355,-21877,-40854,-94744,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-28,-40390,82334,0,-17893,-43757,83796,-94756,71767,-32165,-57954,1033,-97838,-86183,-77934,-95999,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-29,-40921,4231,0,85437,51458,-65275,-19883,-32539,14264,12610,65159,-42473,-31949,38107,-51236,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-30,-76934,-52112,0,-15945,-51699,-59059,1147,-34438,-17223,62752,47198,-73361,12634,41766,-51848,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-31,83581,-62751,0,-95669,-89711,44640,-9177,-79489,-68351,8934,-26857,53468,56149,2740,-8037,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-01,8647,42098,0,-73197,85120,-6793,-72723,592,-21451,-71760,-23916,3845,42741,-16035,-21904,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-02,-29758,70265,0,60143,-75533,83269,-37446,-72780,57444,93402,13302,-68587,-83383,-56017,97516,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-03,-13147,-18904,0,-73234,95721,13733,326,-89724,1526,55151,79423,-53444,-66403,20927,56763,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-04,-88654,41938,0,-73886,55373,-72524,-14037,17992,-90861,28132,-401,-30725,30922,47218,99171,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-05,-56657,-92406,0,-71069,34102,43558,29433,24325,17062,72302,59080,-41510,81685,23654,59939,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-06,-62981,26904,0,74564,82219,39468,22665,-20801,-94626,21414,-92323,41357,-24825,5124,19170,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-07,97847,-99699,0,-50812,-59405,-23527,2124,-72594,16419,-83387,-19278,-57582,-13353,-7480,-59598,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-08,99350,73098,0,91563,-60638,28953,9542,57323,99280,-75290,57029,-4568,46873,93761,42422,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-09,82551,89997,0,11312,-74422,-80647,-56834,8253,55860,1442,2792,-20715,56371,89800,-5796,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-10,-14477,-55562,0,-85927,748,49592,80920,82811,12191,91261,-50996,-53933,26151,-15726,6285,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-11,20430,-37420,0,-99912,-94673,89727,-74491,-66885,43423,13704,-88156,95847,-59397,70806,34860,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-12,90607,20717,0,63464,-20082,-92446,65880,-86608,97023,47258,-45545,19560,-63661,89541,20055,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-13,-40678,25749,0,-88562,26465,-60440,49991,-81148,-53343,81942,-31903,-63449,-2858,82173,75548,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-14,-24930,-67222,0,-42022,94631,12612,6318,-83882,-59834,47867,-68854,-12897,-11390,-54912,-94603,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-15,68852,61225,0,-71294,-10397,24274,-87826,15073,22179,-67847,-22085,-54451,2268,-9328,3308,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-16,32491,57082,0,79580,93739,94985,49010,-99248,64650,-64630,-25874,-44602,92491,-83971,71773,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-17,-33379,-66457,0,-86199,-73750,62999,-60819,63138,-18662,57476,-49381,-10858,97703,-87036,-15665,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-18,66672,-77867,0,64762,45152,8317,-51548,85887,-13351,63992,-30128,98276,-6963,-21733,-38916,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-19,-17390,-37656,0,97756,75524,-92975,33447,66977,24377,95110,6152,78217,32442,3351,172,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-20,19981,-94032,0,-69759,-74895,-16868,86043,-96610,-8468,-13227,23492,12153,89363,-81711,43187,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-21,24801,48973,0,-34263,-43029,98487,8827,-25605,-29712,81073,21865,-67140,-24662,18310,-81310,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-22,79864,47715,0,56258,71431,56372,-21901,-65644,-98247,-51123,71693,-31139,9221,59716,76618,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-23,-93921,69310,0,-61801,28712,63857,-19547,68474,-43549,-29640,-62012,44225,-87893,-12869,-57914,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-24,-80221,-70561,0,-15548,-88993,29817,75959,-93187,-97273,-63400,-24866,81044,99736,-12182,3000,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-25,-82918,70456,0,87125,70650,53364,84257,50983,9204,-75210,82375,86596,-79339,78926,40513,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-26,84352,82065,0,73804,-58841,80077,25031,86384,-52188,-17071,22571,50738,-37574,-9930,-16706,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-27,-30521,-65316,0,32003,32873,67344,94499,60251,25384,19456,79307,98643,-33546,47676,21613,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-28,14107,59540,0,-45155,-63412,-89730,68122,-51931,-18419,-77296,74545,-43415,57007,49198,51920,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-29,30107,73672,0,25028,-39763,66754,95247,5100,39967,-34528,30853,-51961,-46743,66764,53288,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-30,-90893,40090,0,-34448,-79117,-18440,77006,-48874,-18561,-29637,53056,68468,-53369,-44183,31057,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-01,62289,-8971,0,52985,43969,-36818,-9918,-32630,74141,-65930,-87942,-92707,85858,18697,-47242,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-02,67193,36775,0,-93904,-58849,52445,53129,47975,29470,11073,50524,32213,9053,-5265,-39014,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-03,-16306,-18380,0,-98478,-13138,42845,27061,84851,-97957,-34596,15928,-31808,84136,-1169,-14049,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-04,-6086,-80478,0,56535,-74621,74410,-64730,69192,-24798,-44916,-80616,-83443,23519,99238,-60227,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-05,40343,29990,0,-3903,5018,71136,-75224,-16489,87165,3534,86372,-96865,70635,-83882,-53127,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-06,-12003,8045,0,31885,-2393,-88379,-76823,-55307,-49906,-88116,24107,88171,20018,61483,81902,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-07,37278,13546,0,56190,59183,-75321,40245,95649,17927,93521,-43849,17521,26778,49844,69794,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-08,57001,-66477,0,-48360,41456,65251,-90335,79173,38301,-45349,29391,9603,82026,-12217,83519,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-09,14342,23318,0,-18081,-76325,-65300,-21825,44580,-83420,62377,-15677,-70024,-29677,-52516,-16652,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-10,39483,-16180,0,-47729,-92762,-36567,-40,8944,16246,29416,79300,24170,90261,-48508,83092,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-11,20019,-21626,0,-5605,-76,-69628,40244,65919,-40570,65754,-10982,46509,95581,-47849,-35686,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-12,7297,-57693,0,26634,-26390,-72453,80320,-33214,-55762,32980,37518,88653,-74352,33013,-80488,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-13,-69829,-50011,0,35814,82139,28233,16375,-7761,-13814,-22140,74838,-31460,-11557,-66730,-38423,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-14,-72279,-42382,0,-83644,26802,-75719,25150,-11502,-46285,-42033,32544,80118,85191,58816,82581,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-12-15,47474,26902,0,-81752,-69847,11405,70278,-22709,-98742,-77589,-58724,79476,-16161,94340,-86876,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
