ValueDate,stranaNodeName,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limmaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limminalue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2024-09-05,a,76158,66378,4.727272727,-30673,-4929,50131,65676,-29872,-18976,46466,-56421,1027,2381,-96512,-10878,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-06,a,-4084,22980,4.745454545,-1258,-65725,-54215,59260,-29126,-88827,-21113,-76526,-12037,42315,2180,29752,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-07,a,72612,-7306,4.763636364,-25593,96475,-91521,-73552,-47236,-25215,64103,-88687,40991,-59028,-29728,-46182,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-08,a,23373,-31126,4.781818182,-44830,57726,11458,-33778,-20440,93577,50330,-20114,35968,96909,45078,23671,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-09,a,-17324,-31331,4.8,31886,95093,-41605,72819,-20581,-77362,-90387,-54105,73414,52063,-57649,-5187,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-10,a,-41344,30550,4.818181818,51421,-44004,-68824,-78988,70393,69404,27658,-37559,-64032,-97350,74776,98492,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-11,a,19291,32736,4.836363636,-46878,87994,-57588,-45348,-87987,60974,93490,10545,-16667,-52735,911,-21267,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-12,a,36241,-30968,4.854545455,44040,-4608,17878,-42240,27009,54069,57476,70217,-71585,18133,-4476,41197,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-13,a,15005,-70184,4.872727273,-26716,-60012,-88963,-16331,-65483,36647,48569,-88826,97192,32182,72320,-81896,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-14,a,-38783,-72817,4.890909091,-95598,11352,-78358,41788,92549,-62916,37078,-47377,-52812,-34586,72210,97691,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-15,a,-32081,-64717,4.909090909,54350,-98532,79770,2053,74190,929,72406,-60660,-73035,-36658,-75979,4664,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-16,a,39864,-55613,4.927272727,-44755,-67212,28369,-53648,9849,-90908,-92597,-25967,81282,21176,52588,99327,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-17,a,-58319,45092,4.945454545,-14813,95992,-34033,19183,-82936,-41631,85245,-10824,-61453,46363,-87372,-40878,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-18,a,-8156,-46045,4.963636364,-97668,25899,12537,96601,-49818,-34200,-72012,48408,-32896,43245,-45356,-34437,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-19,a,-44385,-30205,4.981818182,32172,-35314,-98620,-77547,-64963,91352,-69039,59289,7400,-65467,23988,98611,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-20,a,75434,39681,5,22943,73925,-11146,70583,-43104,53870,4112,-67236,-95247,-31534,35065,-57864,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-21,a,82478,29029,5.018181818,49784,-1331,-12459,-92920,-81981,96320,15176,45397,15156,36608,-10601,24422,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-22,a,78457,63114,5.036363636,49203,13627,71485,25435,53837,27915,-36475,-53211,88251,66267,58501,-55211,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-23,a,-72582,-12302,5.054545455,-48936,62525,-33088,81610,92899,-46059,59919,-3293,-65978,-80898,-78712,18640,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-24,a,15388,43731,5.072727273,62740,-1877,95105,77106,56298,89130,-92727,-94701,-24864,-56776,21859,1707,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-25,a,-16808,24436,5.090909091,86412,-47628,-6829,-96814,-21067,47488,-28098,55240,52535,-79841,43608,-91009,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-26,a,-38533,69489,5.109090909,-20758,-64573,82579,37132,49510,-95203,83424,87290,64149,-58813,44158,-56276,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-27,a,37566,-50976,5.127272727,-62360,-15026,47897,-54574,72207,79018,-35957,81915,-44152,10638,-67019,70123,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-28,a,12062,2685,5.145454545,-18233,-23235,65973,11277,94790,-78152,-45967,-25034,22881,-43339,-95663,-21011,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-29,a,96214,-36468,5.163636364,-67550,76892,45055,-29257,-56470,-97473,57914,-40907,-96528,-72150,650,-67110,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-09-30,a,-77915,21054,5.181818182,97759,90828,40595,31408,17752,-77003,-2205,-38629,-64432,12306,44049,-65427,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-01,a,-71634,-79693,5.2,80409,-55008,-56186,-9498,76394,90925,-73138,-37889,-7015,-43764,74729,80759,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-02,a,26703,-29663,5.218181818,97583,80212,18340,-58623,11141,-5019,70030,7142,-97135,-59621,-26,56582,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-03,a,46483,19,5.236363636,-38550,95053,-62482,75389,-55789,-73489,42439,31092,83091,-22087,57888,36708,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-04,a,-80552,3803,5.254545455,-84163,-27110,-37244,35193,34387,-72534,37419,14831,1993,-21075,-6092,65594,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-05,a,1558,99387,5.272727273,-74076,-79866,-36959,3365,37135,3035,-34657,-78787,-74517,-91583,-14216,51036,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-06,a,-56160,26376,5.290909091,7861,-18542,52840,-24776,-45997,8799,30033,-49530,41612,-51133,-4704,76830,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-07,a,72087,-31418,5.309090909,-66210,-85508,69732,84893,84218,-45695,-90606,39564,-48042,-33769,-26741,58911,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-08,a,94764,54078,5.327272727,-97042,71046,-92360,-48731,-12963,79504,73382,-27810,58847,-33942,39527,-46368,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-09,a,9758,13529,5.345454545,40174,34644,67917,19355,-8933,-13376,14156,18328,-60679,98926,63299,8744,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-10,a,-90988,29549,5.363636364,-93874,-53919,84570,-92161,81396,-76811,-52437,-1735,96956,-32488,98852,-13962,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-11,a,94498,22272,5.381818182,-26165,72758,39049,50484,18600,-50866,28055,58587,65822,-42615,71106,-6589,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-12,a,-88175,-84232,5.4,38058,-32242,69182,25148,91845,-27980,-9005,-36150,64989,-6051,77166,18825,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-13,a,-35476,84411,5.418181818,-69211,17579,-93229,-7110,85660,-9396,46544,-8904,-56543,-71012,3397,24572,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-14,a,67092,15146,5.436363636,-51617,87296,34482,24996,42431,63275,48036,-43365,62733,-1696,53870,-80787,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-15,a,-4418,-51594,5.454545455,-27588,86855,41996,90515,85753,-61250,-85485,-72230,-97108,20383,-79443,57065,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-16,a,-79380,50287,5.472727273,52260,42322,48236,-49586,61233,65840,31221,-5215,5188,-53221,-92136,-74957,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-17,a,-17213,56768,5.490909091,58749,47788,85658,-12048,-7344,-82001,-87507,-39002,-7542,33330,-36115,30319,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-18,a,23972,94797,5.509090909,41298,-39577,34838,79830,41425,-9990,11417,1913,4382,-21591,-14523,79628,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-19,a,56802,-29930,5.527272727,24582,-23236,-72067,97422,96150,-34301,-46213,51351,-21726,68814,87392,-15433,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-20,a,-45621,-15999,5.545454545,-74570,-31306,95045,53279,-63770,68134,-2585,57806,68714,-97880,-35815,-2334,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-21,a,74809,-52870,5.563636364,-92602,-72031,68664,30930,-9474,-9690,54734,-75265,-24071,94144,87064,22114,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-22,a,-93857,-28515,5.581818182,44656,-27111,-3980,58341,362,42853,-41914,-47586,20922,-23943,-61245,53664,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-23,a,-49410,-96989,5.6,-69950,-83032,-85329,45377,46080,-33539,60344,77848,59976,-62807,11984,-87894,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-24,a,-99675,-39190,5.618181818,-76063,-25819,62978,-76198,15834,-2279,66026,-35056,-22104,-49975,-97469,-95475,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-25,a,14559,-15136,5.636363636,-77790,-82239,38056,-22465,66605,12285,-50735,19148,-31013,-43525,-48985,28086,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-26,a,50662,-56184,5.654545455,59164,93797,-67751,54507,7768,-86564,95537,28168,94599,3690,1662,-6262,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-27,a,-35260,-43357,5.672727273,-92792,-89130,-54168,-11276,91527,28859,69238,8006,12127,53646,-75974,-88637,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-28,a,20479,-43209,5.690909091,-51617,-88091,17263,-5688,91101,-88150,-63063,-52759,-30554,4305,-55041,-93607,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-29,a,-72673,89801,5.709090909,-13590,99728,94152,11335,85131,87378,-90515,6717,-22721,-72143,53871,73262,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-30,a,-77680,-59064,5.727272727,5200,-38542,50147,-13172,-29660,67119,-56260,27125,11553,90068,-99254,766,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-10-31,a,87676,43082,5.745454545,-98343,-19934,46507,-89749,90999,67921,70372,41424,-91664,53570,-31107,91886,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-01,a,-58719,9372,5.763636364,-2148,-7606,-98025,-95266,-76948,5220,-87519,56263,-43494,-11571,-98479,10097,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2024-11-02,a,79583,-40914,5.781818182,-44380,52340,-70321,-86507,-30873,-71930,-8396,-55534,-44437,32770,77921,84022,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
